id,latin,family,common,space,origin,climate,ideallight,toleratedlight,watering,insects,diseases,use,tempmax.celsius,tempmax.fahrenheit,tempmin.celsius,tempmin.fahrenheit
0,Aeschynanthus lobianus,Gesneriaceae,Phoenix Roebelenii,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Aglaonema Cutlass,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Philodendron Congo Green,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Monstera Peru,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Scindapsus Jade Satin,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Syngonium Mojito,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Alocasia Stingray,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Calathea Vittata,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Maranta Silver,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Peperomia Hope,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Hoya Linearis,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Ficus Audrey,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Dracaena Tornado,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Schefflera Amate,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Asparagus Plumosa,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Nephrolepis Exaltata Compacta,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Thai basil,low,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Stevia,low,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Turmeric,low,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Ginger,low,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Lemongrass dwarf,low,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Gotu kola,low,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Brahmi Bacopa,low,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Punarnava,low,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Vallarai,low,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Red lettuce,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Kale red Russian,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Swiss chard red,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Microgreens mix,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Pea shoots,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Radish microgreens,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Tomato Roma,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Chilli Jalapeno,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Capsicum purple,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Brinjal white,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Okra Clemson spineless,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Cucumber English,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Zucchini yellow,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Sweet corn,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Pea snow,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,French beans bush,medium,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Guava Lalit,medium,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Pomegranate Arakta,medium,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Lemon Meyer,medium,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Banana Grand Nain,medium,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Papaya Pusa Nanha,medium,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Fig Black Mission,medium,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Mulberry Pakistan,medium,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Dragon fruit yellow,medium,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Star fruit dwarf,medium,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Sapota Kalipatti,medium,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Petunia wave,low,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Marigold African,low,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Zinnia dwarf mix,low,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Cosmos dwarf,low,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Vinca trailing,low,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Dianthus mix,low,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Alyssum carpet,low,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Verbena trailing,low,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Lobelia blue,low,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Nasturtium dwarf,low,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Coleus wizard mix,low,Java,Tropical,medium,Direct sunlight,low,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Alternanthera ficoidea,low,Java,Tropical,medium,Direct sunlight,low,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Iresine herbstii,low,Java,Tropical,medium,Direct sunlight,low,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Dusty miller silver,low,Java,Tropical,medium,Direct sunlight,low,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Cordyline pink,low,Java,Tropical,medium,Direct sunlight,low,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Tradescantia albiflora,low,Java,Tropical,medium,Direct sunlight,low,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Purple waffle plant,medium,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Pilea involucrata,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Mango Totapuri,high,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Coconut Malayan dwarf,high,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Jackfruit hybrid,high,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Tamarind grafted,high,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Cassia fistula,high,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Pongamia,high,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Indian almond,high,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Bauhinia,high,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Plumeria dwarf,medium,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Areca palm dwarf,high,Java,Tropical,high,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Rhapis excelsa,medium,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Licuala grandis,medium,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Caryota mitis,medium,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Venus flytrap,low,Java,Tropical,medium,Direct sunlight,high,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Pitcher plant Nepenthes,low,Java,Tropical,medium,Direct sunlight,high,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Lithops living stones,low,Java,Tropical,high,Direct sunlight,low,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Haworthia zebra,low,Java,Tropical,high,Direct sunlight,low,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Echeveria elegans,low,Java,Tropical,high,Direct sunlight,low,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Crassula ovata jade,low,Java,Tropical,high,Direct sunlight,low,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,ZZ Raven,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,ZZ Zenzi,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Monstera Thai Constellation,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Monstera Albo,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Monstera Dubia,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Philodendron Pink Princess,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Philodendron White Knight,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Philodendron White Wizard,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Philodendron Florida Ghost,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Philodendron Gloriosum,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Anthurium Warocqueanum,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Anthurium Veitchii,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Alocasia Regal Shield,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Alocasia Dragon Scale,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Alocasia Maharani,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Calathea Orbifolia Large,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Calathea Musaica,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Maranta Silver Band,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Peperomia Raindrop,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Peperomia Polybotrya,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Leek,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Celery,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Asparagus,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Artichoke,medium,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Endive,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Radicchio,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Kohlrabi,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Fennel bulb,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Parsnip,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Rutabaga,medium,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Turnip root,low,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
0,Aeschynanthus lobianus,Gesneriaceae,Horseradish,medium,Java,Tropical,medium,Direct sunlight,medium,"['Mealy bug', 'Aphid', 'Thrips']",,"['Hanging', 'Flower', 'Tertiary']",32,89.6,14,57.2
